YEAR,Month,Day,Surface Pressure,Wind Speed at 10 Meters,Precipitation Corrected,Specific Humidity at 2 Meters,Earth Skin Temperature
2019,5,13,90.02,3.35,0.02,5.68,18.19
2019,5,14,90.18,2.64,0.65,7.45,22.1
2019,5,15,90.01,3.64,0.3,8.06,22.55
2019,5,16,89.55,3.6,1.15,8.73,24.32
2019,5,17,88.88,5.24,8.78,10.62,20.22
2019,5,18,89.48,5.14,1.47,5.92,16.34
2019,5,19,90.29,6.78,0.05,4.15,12.21
2019,5,20,90.25,6.69,7.88,5.19,6.75
2019,5,21,88.88,6.7,44.46,5.19,4.48
2019,5,22,89.58,6.4,0.36,4.94,9.09
2019,5,23,90.54,3.73,10.31,6.29,10.7
2019,5,24,90.06,4.12,0.21,5.98,15.0
2019,5,25,90.39,3.55,0.0,6.84,18.01
2019,5,26,90.12,7.54,4.25,11.84,19.73
2019,5,27,89.54,4.28,16.28,11.9,19.61
2019,5,28,89.54,7.39,26.03,8.36,11.76
2019,5,29,90.16,5.58,0.87,6.71,12.25
2019,5,30,90.38,4.17,0.0,7.87,17.37
2019,5,31,90.39,3.64,0.0,7.93,19.67
2019,6,1,90.55,4.06,0.0,8.48,19.42
2019,6,2,90.42,5.89,7.0,10.38,18.76
2019,6,3,90.11,2.94,3.85,11.96,22.7
2019,6,4,90.11,4.7,1.43,10.19,22.92
2019,6,5,90.3,3.76,0.0,9.83,22.81
2019,6,6,90.28,3.35,0.0,10.13,23.21
2019,6,7,90.03,6.74,0.17,10.62,23.92
2019,6,8,90.04,6.68,8.76,11.66,23.68
2019,6,9,91.49,6.17,1.86,5.25,15.13
2019,6,10,91.36,5.07,0.31,5.0,17.98
2019,6,11,90.73,5.44,0.18,6.29,18.07
2019,6,12,91.0,4.46,0.0,6.47,17.94
2019,6,13,90.26,5.84,7.12,9.09,20.6
2019,6,14,89.67,2.45,0.84,10.74,22.71
2019,6,15,90.1,3.94,0.06,9.7,22.29
2019,6,16,90.28,3.45,10.97,10.62,21.82
2019,6,17,90.38,2.23,5.18,12.63,20.0
2019,6,18,90.4,3.75,3.08,10.56,16.42
2019,6,19,89.86,2.47,1.04,9.7,19.55
2019,6,20,89.63,4.86,0.81,9.89,22.83
2019,6,21,89.81,5.98,7.64,9.09,19.52
2019,6,22,90.35,3.41,0.88,7.51,16.16
2019,6,23,90.24,2.33,10.67,8.48,16.16
2019,6,24,89.93,3.88,0.0,8.48,20.45
2019,6,25,90.22,2.89,0.2,9.89,23.13
2019,6,26,90.27,5.82,0.01,11.96,25.22
2019,6,27,90.33,2.3,0.0,11.29,26.9
2019,6,28,90.53,3.86,0.0,13.55,28.15
2019,6,29,90.52,4.48,0.0,12.33,29.02
2019,6,30,90.41,6.48,0.78,12.27,29.84
2019,7,1,90.39,2.95,3.51,14.89,25.57
2019,7,2,90.25,2.44,0.62,14.83,24.09
2019,7,3,90.03,4.3,0.75,14.34,25.94
2019,7,4,90.23,5.35,2.07,15.2,26.08
2019,7,5,90.69,3.05,18.16,15.14,25.07
2019,7,6,91.03,3.31,18.46,15.2,22.8
2019,7,7,90.62,5.64,2.1,14.34,23.2
2019,7,8,90.19,4.97,16.08,15.93,22.14
2019,7,9,90.35,4.31,2.15,12.33,24.0
2019,7,10,91.17,4.34,0.05,9.09,21.68
2019,7,11,90.78,4.79,0.0,12.45,24.81
2019,7,12,90.35,3.53,5.84,15.08,27.99
2019,7,13,90.51,3.28,2.63,15.32,27.17
2019,7,14,90.48,5.52,0.0,12.33,26.98
2019,7,15,90.31,2.48,0.52,12.88,27.98
2019,7,16,90.17,3.91,0.97,14.4,27.99
2019,7,17,89.88,2.59,0.03,14.65,29.01
2019,7,18,89.73,3.72,0.0,11.96,30.72
2019,7,19,89.67,4.56,0.0,11.9,31.95
2019,7,20,90.15,5.76,2.4,14.71,24.89
2019,7,21,90.86,4.55,16.46,12.57,21.73
2019,7,22,91.44,3.53,0.31,9.95,21.77
2019,7,23,91.27,5.13,0.0,10.5,22.79
2019,7,24,90.73,6.41,0.01,10.68,25.74
2019,7,25,90.45,3.45,2.19,12.08,26.55
2019,7,26,90.57,3.2,0.9,12.82,28.01
2019,7,27,90.59,4.2,2.31,12.15,26.26
2019,7,28,90.37,5.7,1.81,12.33,27.05
2019,7,29,90.79,3.48,0.14,10.44,26.34
2019,7,30,90.44,6.56,0.05,11.54,27.05
2019,7,31,90.46,3.84,0.03,13.73,27.1
2019,8,1,90.7,4.33,0.44,14.34,26.26
2019,8,2,90.64,2.23,1.81,14.65,27.55
2019,8,3,90.73,2.8,0.05,13.18,27.46
2019,8,4,90.62,4.38,11.01,12.39,28.69
2019,8,5,90.59,3.54,4.1,14.1,24.8
2019,8,6,90.48,3.61,0.44,14.77,26.29
2019,8,7,90.32,4.27,0.49,13.0,26.29
2019,8,8,90.48,1.79,9.27,15.69,23.57
2019,8,9,90.33,4.77,1.74,15.26,26.0
2019,8,10,90.28,3.88,5.11,17.09,26.28
2019,8,11,90.31,4.47,15.76,17.21,24.48
2019,8,12,90.29,4.93,0.78,14.28,24.54
2019,8,13,90.92,2.44,10.02,11.17,22.56
2019,8,14,91.06,3.29,3.05,11.47,19.71
2019,8,15,90.5,4.22,2.01,13.18,22.11
2019,8,16,90.24,3.85,4.11,13.79,22.7
2019,8,17,89.74,4.75,0.63,11.29,23.8
2019,8,18,90.31,4.07,0.02,10.31,21.47
2019,8,19,90.36,3.8,0.02,15.32,25.36
2019,8,20,90.51,5.22,4.17,16.42,26.21
2019,8,21,90.71,5.2,5.94,13.61,22.37
2019,8,22,90.47,4.95,0.57,13.79,22.4
2019,8,23,90.48,6.51,10.98,14.95,20.24
2019,8,24,90.33,5.34,4.05,14.47,21.05
2019,8,25,89.89,4.36,0.24,13.73,23.56
2019,8,26,90.28,5.87,0.1,10.07,20.77
2019,8,27,90.92,2.44,0.17,8.18,17.78
2019,8,28,90.61,3.48,0.0,11.78,22.62
2019,8,29,90.52,5.25,1.93,12.51,22.28
2019,8,30,90.87,4.72,0.84,11.35,20.51
2019,8,31,90.74,4.16,0.89,13.61,24.26
2019,9,1,90.61,5.8,0.0,14.47,25.58
2019,9,2,90.28,2.88,0.0,12.63,27.05
2019,9,3,90.72,5.48,0.0,9.77,23.91
2019,9,4,90.89,5.08,0.0,9.89,22.73
2019,9,5,90.58,4.7,0.0,11.78,27.26
2019,9,6,91.07,4.7,0.24,9.22,22.23
2019,9,7,90.41,4.55,0.02,10.25,22.92
2019,9,8,90.37,4.83,4.65,10.5,21.8
2019,9,9,89.98,3.53,9.24,12.76,23.18
2019,9,10,90.11,7.0,0.08,12.27,24.01
2019,9,11,90.0,3.84,10.61,13.79,24.26
2019,9,12,90.77,7.32,0.63,6.9,17.56
2019,9,13,90.99,4.9,0.0,7.51,19.72
2019,9,14,90.64,3.68,0.0,8.3,22.12
2019,9,15,90.5,4.8,0.0,10.5,24.16
2019,9,16,90.06,8.22,0.0,10.01,26.22
2019,9,17,89.86,4.66,0.0,10.74,25.6
2019,9,18,90.47,4.19,0.0,6.29,21.48
2019,9,19,90.24,5.98,3.0,10.74,24.1
2019,9,20,89.82,9.62,1.83,12.51,24.4
2019,9,21,90.14,4.89,0.4,7.39,21.27
2019,9,22,90.54,4.48,3.14,6.47,17.08
2019,9,23,90.48,4.07,0.0,7.81,20.45
2019,9,24,90.04,3.98,0.0,7.87,21.57
2019,9,25,90.44,3.81,0.0,7.39,18.64
2019,9,26,90.01,6.38,0.0,8.18,18.44
2019,9,27,89.9,5.72,1.96,6.65,17.05
2019,9,28,90.34,6.68,0.65,7.32,14.37
2019,9,29,89.5,9.15,0.2,10.07,23.14
2019,9,30,89.91,5.91,2.17,9.03,20.65
2019,10,1,90.42,6.28,3.08,6.35,9.33
2019,10,2,90.67,3.74,0.36,5.37,9.15
2019,10,3,91.26,3.34,0.0,4.46,10.98
2019,10,4,90.5,7.89,0.57,7.93,11.64
2019,10,5,90.55,7.39,0.01,4.33,12.37
2019,10,6,91.25,3.7,0.05,3.72,10.41
2019,10,7,90.86,5.3,0.0,4.15,12.73
2019,10,8,89.89,3.77,0.0,5.0,15.54
2019,10,9,89.57,5.81,0.68,8.0,13.76
2019,10,10,90.71,10.78,0.76,2.38,0.94
2019,10,11,90.97,7.09,0.0,1.83,0.41
2019,10,12,90.31,5.19,0.0,2.44,5.04
2019,10,13,90.25,3.38,0.0,3.11,8.52
2019,10,14,89.97,4.84,0.0,3.36,12.16
2019,10,15,90.95,6.14,0.0,3.85,7.94
2019,10,16,90.66,3.23,0.0,3.97,9.4
2019,10,17,89.59,5.0,0.0,4.94,14.39
2019,10,18,89.23,5.77,0.03,5.74,12.3
2019,10,19,89.81,3.37,0.0,3.91,10.4
2019,10,20,89.09,9.74,0.39,3.72,9.23
2019,10,21,89.92,12.29,0.02,3.05,6.9
2019,10,22,90.35,5.38,0.12,3.91,9.02
2019,10,23,90.6,7.81,0.0,3.78,7.18
2019,10,24,91.57,3.37,0.0,2.69,2.91
2019,10,25,90.92,4.12,0.0,2.87,6.7
2019,10,26,89.71,6.98,0.0,4.15,9.35
2019,10,27,90.8,6.44,0.0,1.95,0.01
2019,10,28,90.71,2.78,0.62,1.95,-4.01
2019,10,29,91.09,5.55,1.53,1.83,-3.42
2019,10,30,91.38,4.92,0.69,1.4,-4.89
2019,10,31,90.87,4.25,0.0,1.59,-2.33
2019,11,1,91.27,6.13,0.0,2.87,0.83
2019,11,2,91.12,3.98,0.0,2.26,0.78
2019,11,3,90.37,4.02,0.32,3.48,5.08
2019,11,4,90.87,1.95,3.57,4.15,2.5
2019,11,5,90.93,3.97,0.06,4.09,2.93
2019,11,6,91.37,6.1,0.0,2.93,-0.73
2019,11,7,91.74,3.1,0.0,2.26,-1.22
2019,11,8,90.94,4.41,0.0,2.99,4.12
2019,11,9,90.51,5.15,0.0,3.6,8.65
2019,11,10,90.71,4.87,0.89,3.97,3.65
2019,11,11,92.08,6.37,0.5,1.1,-6.32
2019,11,12,90.79,5.44,0.0,1.95,-0.6
2019,11,13,90.39,5.45,0.01,3.54,1.71
2019,11,14,91.22,3.68,0.0,3.6,2.04
2019,11,15,90.66,3.22,0.0,3.97,5.53
2019,11,16,90.4,5.52,0.01,4.64,6.26
2019,11,17,90.51,4.69,0.0,3.72,5.42
2019,11,18,90.05,6.17,0.0,4.21,8.0
2019,11,19,89.84,4.14,0.0,4.27,6.64
2019,11,20,89.57,6.13,0.81,4.64,4.4
2019,11,21,90.83,4.98,0.01,2.32,-0.29
2019,11,22,90.71,3.02,0.07,2.62,-1.17
2019,11,23,90.31,5.81,0.0,2.81,2.38
2019,11,24,89.73,4.6,0.0,3.05,6.09
2019,11,25,89.61,4.98,1.32,3.42,3.28
2019,11,26,89.42,8.61,8.37,2.99,-2.51
2019,11,27,90.87,4.04,0.03,2.08,-5.35
2019,11,28,90.71,8.16,0.53,2.93,-2.95
2019,11,29,89.68,7.12,1.45,3.66,-1.06
2019,11,30,88.86,12.87,0.8,2.93,-1.78
2019,12,1,90.69,8.35,0.0,2.32,-3.95
2019,12,2,90.55,3.38,0.0,2.69,-1.98
2019,12,3,90.36,4.94,0.0,3.66,0.27
2019,12,4,90.3,3.84,0.0,3.42,-0.04
2019,12,5,90.36,4.71,0.0,3.66,0.03
2019,12,6,91.24,3.7,0.0,3.42,-0.49
2019,12,7,90.37,3.98,0.0,3.78,1.97
2019,12,8,89.5,4.43,0.08,4.33,3.62
2019,12,9,90.28,7.78,0.07,1.77,-3.44
2019,12,10,90.93,4.25,0.0,2.32,-2.55
2019,12,11,90.68,4.59,0.0,2.87,-0.25
2019,12,12,90.29,3.98,0.0,3.3,0.73
2019,12,13,90.0,3.07,0.92,3.85,0.66
2019,12,14,89.96,4.16,3.59,2.99,-2.06
2019,12,15,90.09,3.16,0.38,2.56,-2.99
2019,12,16,90.89,3.52,0.0,2.01,-3.63
2019,12,17,91.16,5.3,0.0,1.83,-4.39
2019,12,18,90.75,3.93,0.0,2.2,-2.69
2019,12,19,90.32,2.28,0.0,2.56,-2.32
2019,12,20,90.98,4.26,0.0,2.69,-0.85
2019,12,21,90.92,4.44,0.0,2.93,0.62
2019,12,22,90.52,2.64,0.0,3.05,0.28
2019,12,23,90.16,2.86,0.0,3.11,0.98
2019,12,24,89.61,3.8,0.0,3.42,0.12
2019,12,25,89.48,1.93,0.0,3.78,0.53
2019,12,26,90.56,2.24,0.0,3.42,-1.21
2019,12,27,90.43,4.41,4.4,3.54,-0.27
2019,12,28,89.46,5.82,2.95,3.36,-0.85
2019,12,29,89.54,12.95,1.88,2.44,-2.89
2019,12,30,90.35,10.57,0.0,1.83,-3.56
2019,12,31,90.22,4.98,0.0,1.77,-4.18
2020,1,1,88.89,5.72,0.09,3.11,0.83
2020,1,2,89.41,4.16,0.01,3.54,-0.38
2020,1,3,90.5,4.63,0.0,2.69,-0.39
2020,1,4,90.57,5.52,0.0,3.05,1.54
2020,1,5,91.15,5.43,0.0,2.2,-0.61
2020,1,6,90.84,5.9,0.0,2.08,-0.78
2020,1,7,90.8,4.59,0.0,2.81,0.65
2020,1,8,89.73,5.33,0.0,2.99,-1.28
2020,1,9,89.71,4.23,0.02,3.17,0.97
2020,1,10,90.69,5.89,1.8,2.26,-4.85
2020,1,11,90.31,4.45,0.0,1.53,-5.63
2020,1,12,89.98,2.66,0.0,2.32,-1.94
2020,1,13,90.08,2.99,0.0,2.38,-1.62
2020,1,14,90.17,5.22,0.0,2.26,-2.44
2020,1,15,91.12,4.6,0.0,2.14,-2.84
2020,1,16,91.58,7.99,0.02,1.65,-5.24
2020,1,17,89.95,7.59,1.18,2.87,-1.47
2020,1,18,91.22,5.77,0.0,1.65,-3.29
2020,1,19,91.72,1.84,0.02,2.01,-3.02
2020,1,20,91.65,3.97,0.0,2.32,-3.32
2020,1,21,90.44,5.45,0.01,2.87,-1.96
2020,1,22,89.83,5.3,0.03,4.03,1.65
2020,1,23,90.51,7.59,0.01,3.05,0.22
2020,1,24,90.49,2.92,0.0,2.56,-0.15
2020,1,25,90.31,3.4,0.0,3.36,1.36
2020,1,26,90.38,3.84,0.0,3.11,1.34
2020,1,27,90.46,2.54,2.5,3.3,0.02
2020,1,28,90.53,4.55,0.23,3.42,-0.42
2020,1,29,90.6,2.8,0.01,3.23,-1.26
2020,1,30,90.35,5.22,0.0,3.42,0.74
2020,1,31,90.58,5.52,0.0,2.44,-0.27
2020,2,1,90.35,7.12,0.0,3.42,5.34
2020,2,2,89.65,7.08,0.0,3.54,7.51
2020,2,3,89.93,8.38,0.16,1.77,-2.93
2020,2,4,90.82,5.14,0.7,1.4,-4.43
2020,2,5,90.1,3.55,0.03,1.4,-4.68
2020,2,6,89.24,4.96,0.22,2.5,-2.31
2020,2,7,89.92,4.11,0.01,2.44,-2.42
2020,2,8,89.87,4.88,0.0,2.99,-0.26
2020,2,9,90.55,6.95,0.0,2.26,-1.13
2020,2,10,90.73,5.22,0.0,2.01,-0.77
2020,2,11,90.66,5.59,0.0,1.95,-1.56
2020,2,12,90.3,7.81,0.23,2.01,-2.69
2020,2,13,91.13,3.08,0.39,1.16,-7.91
2020,2,14,90.25,6.62,0.0,2.32,-2.09
2020,2,15,90.45,4.48,0.0,2.26,1.3
2020,2,16,90.06,3.66,0.65,2.75,1.86
2020,2,17,90.27,5.55,0.14,3.11,0.72
2020,2,18,91.2,3.24,0.1,2.08,-0.65
2020,2,19,91.77,4.76,2.03,1.89,-4.82
2020,2,20,92.13,4.06,0.0,1.59,-4.67
2020,2,21,91.16,4.02,0.01,2.01,-1.47
2020,2,22,90.46,4.24,0.0,2.38,2.45
2020,2,23,90.27,4.88,0.0,3.11,2.28
2020,2,24,90.0,5.02,1.34,3.05,0.17
2020,2,25,91.12,8.14,1.79,2.38,-2.95
2020,2,26,91.28,4.11,0.0,1.89,-1.21
2020,2,27,90.85,5.48,0.06,2.93,0.29
2020,2,28,90.97,4.95,0.0,2.75,2.38
2020,2,29,89.97,4.05,0.0,2.81,5.83
2020,3,1,90.0,6.12,0.37,3.05,4.9
2020,3,2,89.86,5.75,0.17,2.62,1.66
2020,3,3,89.96,6.48,0.0,2.93,5.33
2020,3,4,90.24,7.41,0.0,2.93,7.25
2020,3,5,91.48,6.92,0.0,1.95,2.8
2020,3,6,91.16,5.98,0.0,2.81,6.49
2020,3,7,90.15,3.2,0.0,3.85,9.89
2020,3,8,89.74,5.53,0.87,4.58,12.44
2020,3,9,90.63,5.45,3.4,3.72,5.37
2020,3,10,90.75,4.17,0.05,4.39,7.15
2020,3,11,90.08,6.51,0.0,3.91,10.23
2020,3,12,90.29,6.8,0.02,3.23,5.92
2020,3,13,91.0,6.02,5.9,2.93,0.05
2020,3,14,91.31,6.23,0.29,3.11,0.12
2020,3,15,91.3,6.61,0.05,3.36,1.23
2020,3,16,90.96,3.52,0.06,3.66,3.46
2020,3,17,90.59,5.88,0.06,3.97,2.63
2020,3,18,89.94,3.91,1.18,5.74,6.58
2020,3,19,89.97,10.52,8.11,4.27,2.54
2020,3,20,91.8,4.29,0.0,1.53,-3.24
2020,3,21,90.95,5.35,0.0,2.81,2.51
2020,3,22,90.34,3.9,0.33,4.39,5.16
2020,3,23,90.3,3.97,0.11,4.03,8.09
2020,3,24,89.93,4.18,0.0,4.09,11.14
2020,3,25,89.58,5.98,0.0,4.33,11.71
2020,3,26,89.7,3.14,0.01,4.46,8.05
2020,3,27,89.51,3.17,6.74,5.07,9.09
2020,3,28,89.56,8.02,9.33,4.27,3.4
2020,3,29,90.53,4.16,0.0,3.6,8.68
2020,3,30,90.41,5.71,0.57,5.13,8.97
2020,3,31,90.16,4.57,0.01,4.7,13.04
2020,4,1,89.55,5.33,0.0,5.19,12.78
2020,4,2,90.4,9.12,0.21,2.2,-0.59
2020,4,3,91.02,4.96,0.0,1.65,1.14
2020,4,4,90.51,6.14,0.0,2.44,5.38
2020,4,5,89.93,7.17,0.0,4.64,9.52
2020,4,6,89.7,2.76,0.0,6.1,15.21
2020,4,7,89.93,6.31,0.0,4.46,16.57
2020,4,8,90.43,6.66,0.0,4.21,12.9
2020,4,9,90.88,5.38,0.0,2.2,7.6
2020,4,10,89.97,4.73,0.01,4.09,11.82
2020,4,11,89.26,4.88,0.51,4.94,13.62
2020,4,12,90.35,10.14,2.09,2.01,-0.83
2020,4,13,91.0,4.71,0.0,1.34,-0.86
2020,4,14,90.71,5.75,0.0,1.77,2.32
2020,4,15,90.38,4.11,0.03,2.87,6.33
2020,4,16,90.83,6.09,5.26,2.99,-0.51
2020,4,17,90.64,4.94,0.0,2.44,3.08
2020,4,18,89.85,4.6,0.0,3.3,10.76
2020,4,19,90.07,3.3,0.7,4.58,11.51
2020,4,20,90.22,5.71,0.0,4.03,11.85
2020,4,21,90.26,4.52,0.0,4.52,14.92
2020,4,22,89.87,4.3,0.0,5.37,16.06
2020,4,23,89.65,3.52,0.49,4.94,16.55
2020,4,24,90.37,5.98,5.91,5.86,10.94
2020,4,25,90.86,4.98,0.0,3.91,11.8
2020,4,26,90.37,4.52,0.0,5.13,16.74
2020,4,27,90.12,3.48,0.0,5.92,20.4
2020,4,28,90.43,8.85,0.06,5.13,16.01
2020,4,29,90.97,7.18,0.0,3.36,14.12
2020,4,30,90.15,6.09,0.0,4.52,18.67
2020,5,1,89.96,5.83,4.55,7.63,22.41
2020,5,2,90.71,4.55,4.3,7.14,14.7
2020,5,3,90.39,4.6,5.36,7.81,17.43
2020,5,4,90.37,6.48,30.11,6.59,11.7
2020,5,5,91.01,5.58,0.0,4.21,12.68
2020,5,6,91.26,3.4,0.0,4.03,13.24
2020,5,7,90.47,7.89,0.26,4.58,13.78
2020,5,8,91.28,4.45,0.14,3.42,12.09
2020,5,9,91.11,5.94,0.59,3.3,11.01
2020,5,10,91.48,3.11,0.06,3.6,10.01
2020,5,11,91.18,5.79,0.38,3.85,5.07
2020,5,12,90.49,6.91,0.4,4.7,6.02
2020,5,13,89.73,4.32,0.14,6.65,14.77
2020,5,14,90.06,3.67,0.7,6.59,17.37
2020,5,15,90.3,4.68,22.27,8.48,16.37
2020,5,16,90.36,4.52,5.55,7.75,15.8
2020,5,17,90.7,3.82,0.15,6.04,15.02
2020,5,18,90.5,4.45,0.02,7.26,15.61
2020,5,19,90.29,6.45,0.0,8.67,18.47
2020,5,20,89.98,9.32,0.12,9.4,18.83
2020,5,21,90.05,2.92,1.23,10.07,18.91
2020,5,22,90.05,3.23,0.03,8.67,18.76
2020,5,23,89.65,6.37,3.76,10.19,19.61
2020,5,24,90.08,6.73,3.79,8.12,16.15
2020,5,25,90.51,5.29,3.24,6.53,14.23
2020,5,26,90.33,3.21,0.0,6.29,17.24
2020,5,27,90.44,3.41,0.13,7.87,20.51
2020,5,28,91.02,4.27,0.15,8.79,19.98
2020,5,29,91.01,5.38,2.13,8.73,21.18
2020,5,30,90.78,6.56,0.0,9.95,21.55
2020,5,31,90.39,4.95,0.02,10.74,25.54
2020,6,1,90.17,3.66,0.02,10.01,29.3
2020,6,2,90.28,4.24,1.79,11.05,26.45
2020,6,3,90.29,2.98,0.76,10.38,25.12
2020,6,4,89.84,3.33,0.09,8.18,27.62
2020,6,5,90.17,5.06,0.65,10.56,27.34
2020,6,6,89.69,9.98,1.07,10.44,29.0
2020,6,7,89.15,13.58,0.0,9.83,30.82
2020,6,8,89.28,5.01,2.21,10.44,28.75
2020,6,9,89.86,12.57,14.81,7.45,14.69
2020,6,10,90.74,5.84,0.0,5.49,18.54
2020,6,11,91.14,2.89,0.0,6.84,23.56
2020,6,12,91.19,5.23,0.0,7.26,25.11
2020,6,13,90.37,6.72,0.0,8.85,26.63
2020,6,14,89.98,9.92,0.12,7.26,29.7
2020,6,15,90.24,6.77,0.0,7.57,31.0
2020,6,16,90.01,11.41,0.0,8.42,29.63
2020,6,17,89.62,9.22,0.0,9.89,31.07
2020,6,18,90.48,6.53,0.05,7.32,21.76
2020,6,19,90.74,3.8,1.92,8.24,20.82
2020,6,20,90.28,2.89,0.07,7.87,24.42
2020,6,21,90.06,3.02,1.15,8.0,25.23
2020,6,22,90.55,4.86,1.0,8.73,24.53
2020,6,23,90.7,3.96,0.15,8.91,24.33
2020,6,24,90.24,4.46,0.34,10.13,27.63
2020,6,25,89.84,2.98,2.3,10.99,30.37
2020,6,26,90.38,4.49,6.67,13.37,25.13
2020,6,27,89.79,5.45,0.88,12.27,27.48
2020,6,28,89.15,4.23,0.34,10.86,29.87
2020,6,29,89.08,6.86,0.4,11.23,30.9
2020,6,30,89.59,5.52,0.0,11.29,27.5
2020,7,1,90.38,3.96,0.0,6.96,27.27
2020,7,2,90.51,6.05,4.03,15.38,27.56
2020,7,3,90.74,4.88,0.49,12.51,27.86
2020,7,4,90.68,4.32,0.0,11.84,26.64
2020,7,5,90.55,4.31,0.0,12.39,25.97
2020,7,6,90.44,5.17,1.09,11.35,29.2
2020,7,7,90.16,8.83,0.51,10.86,29.94
2020,7,8,89.83,4.66,0.62,11.05,31.35
2020,7,9,90.3,4.24,2.32,12.94,27.54
2020,7,10,90.52,6.0,0.55,13.92,29.33
2020,7,11,90.77,5.19,0.01,10.68,27.87
2020,7,12,90.41,6.43,0.46,10.25,28.82
2020,7,13,89.9,4.55,3.37,12.15,30.9
2020,7,14,90.4,5.45,4.98,12.33,23.06
2020,7,15,90.74,3.55,2.91,9.83,22.47
2020,7,16,90.5,6.5,0.53,11.84,28.26
2020,7,17,90.21,4.42,0.08,12.27,31.73
2020,7,18,90.16,5.18,0.0,10.93,29.02
2020,7,19,90.55,5.34,3.24,12.82,26.78
2020,7,20,90.32,4.52,9.16,14.95,26.56
2020,7,21,90.56,3.83,6.48,12.94,24.76
2020,7,22,90.42,7.42,0.57,13.37,26.47
2020,7,23,90.32,7.16,0.96,13.85,27.74
2020,7,24,90.24,6.71,17.35,16.78,27.77
2020,7,25,90.28,2.52,18.76,17.7,26.95
2020,7,26,90.69,4.67,2.03,15.44,23.81
2020,7,27,90.9,3.59,0.0,10.93,23.89
2020,7,28,90.54,4.06,0.02,12.15,24.81
2020,7,29,90.3,2.74,2.88,13.12,25.6
2020,7,30,90.83,3.68,6.82,12.88,20.78
2020,7,31,90.88,2.71,1.14,10.38,23.07
2020,8,1,90.89,4.41,0.14,10.68,23.89
2020,8,2,91.01,3.68,0.0,8.06,22.46
2020,8,3,90.91,5.2,0.12,9.22,22.17
2020,8,4,90.66,6.23,0.19,10.68,22.26
2020,8,5,90.46,2.66,0.44,12.39,25.35
2020,8,6,90.28,4.92,2.84,13.98,25.86
2020,8,7,90.07,5.18,0.72,12.88,28.02
2020,8,8,90.26,2.7,1.25,10.99,29.15
2020,8,9,90.21,2.8,0.01,10.68,29.42
2020,8,10,90.59,6.17,0.01,8.36,24.76
2020,8,11,90.31,6.27,1.43,11.6,26.71
2020,8,12,90.31,5.48,0.24,12.76,28.05
2020,8,13,90.28,4.04,0.28,11.23,29.49
2020,8,14,90.55,5.07,0.0,9.03,26.12
2020,8,15,90.87,4.24,0.0,8.61,25.76
2020,8,16,90.94,3.48,0.42,10.01,29.22
2020,8,17,91.2,3.94,0.1,8.48,27.66
2020,8,18,90.66,5.01,0.02,9.09,29.62
2020,8,19,90.51,3.83,0.18,9.28,27.8
2020,8,20,90.06,3.88,0.98,9.7,29.25
2020,8,21,90.02,2.41,0.62,10.62,28.23
2020,8,22,90.27,2.25,0.0,9.95,29.51
2020,8,23,90.46,3.68,0.0,9.89,30.07
2020,8,24,90.37,6.24,0.0,8.85,30.83
2020,8,25,90.2,6.23,0.0,8.42,30.57
2020,8,26,90.03,3.59,0.0,9.09,30.26
2020,8,27,89.96,4.16,0.0,9.52,30.15
2020,8,28,90.35,5.87,0.0,8.12,25.97
2020,8,29,90.48,4.33,0.0,5.98,24.7
2020,8,30,89.64,7.03,0.04,8.3,27.3
2020,8,31,90.29,5.36,0.05,4.82,20.44
2020,9,1,90.17,3.53,0.15,6.1,22.09
2020,9,2,90.23,3.81,0.0,5.49,25.11
2020,9,3,90.78,5.3,0.0,5.13,22.69
2020,9,4,91.01,4.6,0.0,5.98,25.28
2020,9,5,90.84,5.35,0.0,8.18,28.55
2020,9,6,90.3,5.77,0.0,6.23,27.5
2020,9,7,90.23,6.79,3.14,6.53,19.79
2020,9,8,91.3,8.34,9.66,4.33,4.94
2020,9,9,91.64,3.55,1.73,4.09,5.16
2020,9,10,91.5,1.29,3.57,5.13,10.85
2020,9,11,90.71,3.02,0.65,6.59,13.7
2020,9,12,90.52,4.37,0.0,6.41,16.23
2020,9,13,91.02,3.29,0.0,6.16,20.18
2020,9,14,91.21,5.46,0.0,6.77,21.73
2020,9,15,90.72,4.45,0.0,7.51,22.22
2020,9,16,91.17,5.1,0.0,7.2,17.62
2020,9,17,91.01,4.0,0.0,7.26,17.55
2020,9,18,91.02,5.91,0.0,8.3,18.46
2020,9,19,90.39,7.81,0.0,7.14,21.25
2020,9,20,90.51,2.42,0.0,6.59,22.51
2020,9,21,90.67,3.05,0.13,7.93,22.14
2020,9,22,90.59,4.23,0.35,6.59,22.4
2020,9,23,90.35,4.2,0.0,7.45,22.28
2020,9,24,90.15,2.37,0.0,7.57,23.58
2020,9,25,90.01,4.13,0.0,5.98,21.18
2020,9,26,89.75,5.3,0.0,6.84,20.65
2020,9,27,90.66,6.54,0.0,4.46,13.87
2020,9,28,91.13,6.69,0.0,3.11,12.08
2020,9,29,90.59,5.12,0.0,4.21,16.3
2020,9,30,90.95,6.38,0.0,4.03,15.44
2020,10,1,91.48,4.34,0.11,2.99,11.3
2020,10,2,90.71,4.41,0.01,4.46,14.22
2020,10,3,90.9,5.04,0.16,4.76,13.19
2020,10,4,90.71,3.95,0.0,4.7,16.06
2020,10,5,90.42,5.11,0.0,5.25,18.63
2020,10,6,90.61,3.86,0.0,5.62,18.25
